,AP001,AP005,BR007,DL002,DL004,DL006,DL007,DL008,DL011,DL012,DL013,DL014,DL017,DL019,DL021,DL025,DL028,DL030,DL031,DL033,DL034,GJ001,HR014,JH001,KA003,KA005,KA009,KA010,KL008,MH005,PB001,RJ004,RJ005,RJ006,TG001,TG002,TG003,TG004,TG005,TG006,TN001,TN003,TN004,UP012,UP014,UP016,OD001,UP015,OD002,HR011,KA002,DL003,DL009,DL010,DL015,DL016,DL018,DL022,DL023,DL024,DL026,DL027,DL032,DL035,DL037,DL038,WB013,KA004,KA006,KA008,KA011,DL020,DL029,DL036,KA007,DL005,WB011,DL001,AS001,WB009,MH012,MH013,WB010,MH007,MH010,MH009,MH014,MH006,TN005,TN002,MH011,MH008,WB012,UP013,WB008,ML001,WB007,CH001,MP001,BR008,BR009,BR010,KL002,KL004,KL007,BR005,BR006,HR012,HR013,MZ001
2015-04-06,,,,,,,Poor,,,,Very Poor,,,,Very Poor,,,,Moderate,Very Poor,,Very Poor,,,Satisfactory,,Satisfactory,,,,,,,,,,,,Moderate,,Very Poor,Moderate,,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-07,,,,,,,Moderate,,,,Poor,,,,Poor,,,,,Very Poor,,Very Poor,,,Satisfactory,,Satisfactory,,,,,,,,,,,,Moderate,,Very Poor,Moderate,Satisfactory,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-08,,,,,,,Moderate,,,,Very Poor,,,,Very Poor,,Very Poor,,,Very Poor,,Very Poor,,,Satisfactory,,Poor,,,,,,,,,,,,Moderate,,Moderate,Moderate,Good,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-09,,,,,,,Moderate,,,,Poor,,,,Poor,,Severe,,,Very Poor,,Severe,,,Satisfactory,,Severe,,,,,,,,,,,,Moderate,,Poor,Moderate,,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-10,,,,Severe,,,Poor,,,,Poor,,,Moderate,Very Poor,,Very Poor,,Poor,Very Poor,,,,,Satisfactory,,Moderate,,,,,,,,,,,,Moderate,,Very Poor,Poor,Satisfactory,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-11,,,,Severe,,,Very Poor,,,,,,,Poor,Very Poor,,Very Poor,,Very Poor,Severe,,Moderate,,,Moderate,,Satisfactory,,,,,,,,,,,,Moderate,,Moderate,Poor,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-12,,,,Poor,,,Moderate,,,,Very Poor,,,Severe,Very Poor,,Very Poor,,Poor,Very Poor,,Moderate,,,Satisfactory,,Moderate,,,,,,,,,,,,Moderate,,Moderate,Poor,,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-13,,,,Poor,,,Moderate,,,,Very Poor,,,,,,Very Poor,,Moderate,Very Poor,,Poor,,,Satisfactory,,,,,,,,,,,,,,Moderate,,Poor,Poor,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-14,,,,Moderate,,,Moderate,,,,Poor,,,Moderate,,,Very Poor,,Moderate,Severe,,Poor,,,Satisfactory,,Good,,,,,,,,,,,,Very Poor,,Moderate,Poor,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-15,,,,Poor,,,Moderate,,,,Very Poor,,,Poor,Very Poor,,Severe,,Poor,Severe,,Very Poor,,,Moderate,,Poor,,,,,,,,,,,,Moderate,,Moderate,Poor,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-16,,,,Poor,,,Moderate,,,,Very Poor,,,Severe,Very Poor,,Very Poor,,Moderate,Severe,,Severe,,,Moderate,,Good,,,,,,,,,,,,Moderate,,Very Poor,Poor,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-17,,,,Very Poor,,,Moderate,,,,Poor,,,Moderate,Severe,,Poor,,Moderate,Very Poor,,Severe,,,Poor,,,,,,,,,,,,,,Moderate,,Moderate,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-18,,,,Severe,,,Poor,,,,Very Poor,,,Poor,Severe,,Very Poor,,Very Poor,Severe,,Poor,,,Moderate,,Moderate,,,,,,,,,,,,Moderate,,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-19,,,,Severe,,,Very Poor,,,,Very Poor,,,Very Poor,Severe,,Very Poor,,Very Poor,Severe,,Very Poor,,,Moderate,,Good,,,,,,,,,,,,Moderate,,Moderate,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-20,,,,Severe,,,Very Poor,,,,Very Poor,,,Poor,Severe,,Very Poor,,Very Poor,Severe,,Very Poor,,,Satisfactory,,Moderate,,,,,,,,,,,,Moderate,,Moderate,Moderate,,Moderate,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-21,,,,Severe,,,Very Poor,,,,Very Poor,,,Very Poor,Severe,,Very Poor,,Very Poor,Very Poor,,Very Poor,,,Satisfactory,,Moderate,,,,,,,,,,,,Moderate,,Moderate,Moderate,,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-22,,,,Severe,,,Poor,,,,Very Poor,,,Poor,Severe,,Very Poor,,Poor,Very Poor,,Moderate,,,Good,,Good,,,,,,,,,,,,Moderate,,Moderate,Moderate,,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-23,,,,Severe,,,Poor,,,,Very Poor,,,Poor,Severe,,Very Poor,,Poor,Very Poor,,,,,Good,,,,,,,,,,,,,,Moderate,,Moderate,Moderate,,Moderate,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-24,,,,Severe,,,Very Poor,,,,Very Poor,,,Poor,Severe,,Very Poor,,Very Poor,Very Poor,,Poor,,,Good,,Satisfactory,,,,,,,,,,,,Moderate,,Poor,Moderate,,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-25,,,,Severe,,,Very Poor,,,,Very Poor,,,Poor,Severe,,Very Poor,,Very Poor,Very Poor,,Poor,,,,,Good,,,,,,,,,,,,Moderate,,Very Poor,Moderate,,Moderate,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-26,,,,Severe,,,Moderate,,,,Poor,,,Poor,Very Poor,,Very Poor,,Very Poor,Very Poor,,Poor,,,,,Satisfactory,,,,,,,,,,,,Satisfactory,,,Moderate,,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-27,,,,Poor,,,Moderate,,,,Poor,,,Moderate,Severe,,Very Poor,,Moderate,Poor,,,,,Moderate,,,,,,,,,,,,,,Satisfactory,,,Moderate,,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-28,,,,Poor,,,Moderate,,,,Poor,,,Moderate,Poor,,Very Poor,,Moderate,Very Poor,,,,,Satisfactory,,,,,,,,,,,,,,Moderate,,,Moderate,,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-29,,,,Poor,,,Moderate,,,,Poor,,,Moderate,Severe,,Poor,,Moderate,Severe,,Poor,,,Satisfactory,,,,,,,,,,,,,,Moderate,,,Moderate,,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-30,,,,Moderate,,,Moderate,,,,Poor,,,Moderate,Severe,,Very Poor,,Moderate,Very Poor,,Very Poor,,,Moderate,,,,,,,,,,,,,,Moderate,,,Moderate,,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-01,,,,Poor,,,Moderate,,,,Poor,,,Poor,Severe,,,,Moderate,Very Poor,,Poor,,,Satisfactory,,,,,,,,,,,,,,Poor,,,Moderate,,Moderate,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-02,,,,Very Poor,,,,,,,Poor,,,Poor,Severe,,,,Moderate,Very Poor,,Very Poor,,,Poor,,,,,,,,,,,,,,Moderate,,,Moderate,,Moderate,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-03,,,,Severe,,,,,,,Very Poor,,,Very Poor,Severe,,,,Poor,Very Poor,,Severe,,,Satisfactory,,,,,,,,,,,,,,Moderate,,,Moderate,,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-04,,,,Severe,,,,,,,Poor,,,Poor,Severe,,,,Poor,Severe,,Very Poor,,,Moderate,,Poor,,,,,,,,,,,,Moderate,,,Satisfactory,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-05,,,,Severe,,,,,,,,,,Poor,Severe,,,,Very Poor,Severe,,Poor,,,Satisfactory,,Satisfactory,,,,,,,,,,,,Moderate,,,Moderate,Satisfactory,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-06,,,,Severe,,,,,,,,,,Very Poor,Severe,,Severe,,Very Poor,Very Poor,,Moderate,,,Moderate,,,,,,,,,,,,,,Moderate,,,Moderate,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-07,,,,Severe,,,,,,,Very Poor,,,Poor,Severe,,Very Poor,,Poor,Severe,,Moderate,,,Satisfactory,,Satisfactory,,,,,,,,,,,,Moderate,,Moderate,Moderate,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-08,,,,Severe,,,,,,,Poor,,,Poor,Severe,,Very Poor,,Poor,Severe,,Moderate,,,Poor,,Satisfactory,,,,,,,,,,,,Moderate,,Very Poor,Moderate,Good,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-09,,,,Severe,,,,,,,Very Poor,,,Poor,Severe,,Very Poor,,Very Poor,Very Poor,,Poor,,,Satisfactory,,Poor,,,,,,,,,,,,Moderate,,,Moderate,,Moderate,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-10,,,,Severe,,,,,,,Very Poor,,,Very Poor,Severe,,Very Poor,,Poor,Very Poor,,Poor,,,Satisfactory,,Satisfactory,,,,,,,,,,,,Moderate,,Moderate,Moderate,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-11,,,,Severe,,,,,,,Very Poor,,,,Severe,,Very Poor,,Very Poor,Very Poor,,Poor,,,Satisfactory,,Satisfactory,,,,,,,,,,,,Moderate,,Poor,Moderate,Satisfactory,Moderate,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-12,,,,Severe,,,,,,,Very Poor,,,Poor,Severe,,Very Poor,,Very Poor,Poor,,Poor,,,Good,,Satisfactory,,,,,,,,,,,,Moderate,,Satisfactory,Poor,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-13,,,,Very Poor,,,,,,,Poor,,,Very Poor,Very Poor,,Very Poor,,Poor,Very Poor,,Severe,,,Good,,Good,,,,,,,,,,,,Moderate,,Poor,Moderate,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-14,,,,Very Poor,,,,,,,Poor,,,,Very Poor,,Poor,,Moderate,Very Poor,,Very Poor,,,Satisfactory,,,,,,,,,,,,,,Moderate,,Poor,Very Poor,Very Poor,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-15,,,,Severe,,,,,,,Very Poor,,,Very Poor,Very Poor,,Very Poor,,Very Poor,Severe,,Very Poor,,,Good,,Moderate,,,,,,,,,,,,Moderate,,Moderate,Moderate,Poor,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-16,,,,Very Poor,,,,,,,Very Poor,,,Moderate,Very Poor,,Poor,,Poor,Very Poor,,Severe,,,Satisfactory,,Satisfactory,,,,,,,,,,,,Moderate,,Very Poor,Poor,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-17,,,,Very Poor,,,,,,,,,,Very Poor,Severe,,Very Poor,,Poor,Very Poor,,Severe,,,Satisfactory,,Moderate,,,,,,,,,,,,Moderate,,Very Poor,Moderate,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-18,,,,Poor,,,,,,,,,,Very Poor,Severe,,Very Poor,,Moderate,Very Poor,,Poor,,,Satisfactory,,Moderate,,,,,,,,,,,,Moderate,,Very Poor,Moderate,Moderate,Moderate,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19,,,,Very Poor,,,,,,,,,,Poor,Very Poor,,Very Poor,,Poor,Very Poor,,Poor,,,Moderate,,Good,,,,,,,,,,,,Moderate,,Very Poor,Moderate,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-20,,,,Very Poor,,,,,,,,,,Poor,Very Poor,,Poor,,Poor,Severe,,Moderate,,,Satisfactory,,Good,,,,,,,,,,,,Moderate,,,Moderate,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-21,,,,Severe,,,,,,,Moderate,,,Poor,Severe,,Severe,,Poor,Severe,,,,,Good,,Satisfactory,,,,,,,,,,,,Moderate,,Very Poor,Moderate,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-22,,,,Severe,,,,,,,Poor,,,Poor,Severe,,Very Poor,,Poor,Very Poor,,Severe,,,Moderate,,Moderate,,,,,,,,,,,,Moderate,,Very Poor,Moderate,Moderate,Moderate,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-23,,,,Severe,,,,,,,Poor,,,Moderate,Very Poor,,Severe,,Moderate,Very Poor,,Moderate,,,Satisfactory,,Poor,,,,,,,,,,,,Moderate,,Poor,Moderate,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-24,,,,Severe,,,,,,,Poor,,,Poor,Very Poor,,Very Poor,,Poor,Severe,,Moderate,,,Poor,,Good,,,,,,,,,,,,Moderate,,Very Poor,Moderate,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-25,,,,Severe,,,,,,,Poor,,,Poor,Very Poor,,Severe,,Very Poor,Very Poor,,Moderate,,,Moderate,,Good,,,,,,,,,,,,Moderate,,Severe,Moderate,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-26,,,,Severe,,,,,,,Poor,,,Poor,Very Poor,,Very Poor,,Very Poor,Poor,,Moderate,,,Poor,,Satisfactory,,,,,,,,,,,,Moderate,,Very Poor,Poor,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-27,,,,Severe,,,,,,,Moderate,,,Poor,Very Poor,,Very Poor,,Poor,Severe,,Moderate,,,Moderate,,Satisfactory,,,,,,,,,,,,Moderate,,Very Poor,Very Poor,Moderate,Moderate,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-28,,,,Very Poor,,,,,,,,,,Poor,Very Poor,,Severe,,Very Poor,Very Poor,,Moderate,,,Satisfactory,,Moderate,,,,,,,,,,,,Satisfactory,,Very Poor,Moderate,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-29,,,,Severe,,,,,,,,,,Very Poor,Very Poor,,Very Poor,,Severe,Severe,,Poor,,,Satisfactory,,,,,,,,,,,,,,Moderate,,Very Poor,Moderate,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-30,,,,Severe,,,,,,,,,,Very Poor,Severe,,Very Poor,,Poor,Very Poor,,Very Poor,,,Satisfactory,,Poor,,,,,,,,,,,,Moderate,,Very Poor,Moderate,Moderate,Moderate,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-31,,,,,,,,,,,,,,Poor,Severe,,Very Poor,,Poor,Very Poor,,Moderate,,,Satisfactory,,Moderate,,,,,,,,,,,,Moderate,,Very Poor,Moderate,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,,,,,,,,,,,,,,Moderate,Very Poor,,Very Poor,,Poor,Poor,,Moderate,,,,,Moderate,,,,,,,,,,,,Moderate,,Very Poor,Moderate,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-02,,,,Poor,,,,,,,,,,Poor,Severe,,Poor,,Poor,Poor,,Moderate,,,Satisfactory,,Satisfactory,,,,,,,,,,,,Severe,,Very Poor,Moderate,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-03,,,,Very Poor,,,,,,,,,,Moderate,Very Poor,,Poor,,Poor,Poor,,Poor,,,Satisfactory,,Satisfactory,,,,,,,,,,,,Poor,,Very Poor,Moderate,Moderate,Moderate,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-04,,,,Poor,,,,,,,,,,Moderate,Severe,,Very Poor,,Moderate,Moderate,,Moderate,,,Satisfactory,,Satisfactory,,,,,,,,,,,,Moderate,,Very Poor,Moderate,Moderate,Moderate,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,,,,Very Poor,,,,,,,,,,Very Poor,Very Poor,,Very Poor,,Poor,Poor,,Very Poor,,,Poor,,Good,,,,,,,,,,,,Moderate,,Very Poor,Moderate,Moderate,Moderate,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-06,,,,,,,,,,,,,,,Severe,,,,,Very Poor,,Poor,,,Satisfactory,,Satisfactory,,,,,,,,,,,,Moderate,,Moderate,Moderate,Moderate,Moderate,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-07,,,,,,,,,,,,,,Moderate,Very Poor,,Very Poor,,Poor,Poor,,Moderate,,,Good,,Moderate,,,,,,,,,,,,Moderate,,Moderate,Moderate,Moderate,Moderate,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-08,,,,Very Poor,,,,,,,,,,Poor,Moderate,,Very Poor,,,,,Moderate,,,Moderate,,Moderate,,,,,,,,,,,,Moderate,,Moderate,Moderate,Moderate,Moderate,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-09,,,,Severe,,,,,,,,,,Moderate,,,Poor,,,,,Moderate,,,Good,,Satisfactory,,,,,,,,,,,,Satisfactory,,Moderate,Moderate,Moderate,Moderate,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-10,,,,Severe,,,,,,,,,,Moderate,Poor,,Poor,,Moderate,,,Poor,,,Good,,Moderate,,,,,,,,,,,,Satisfactory,,Satisfactory,Poor,Moderate,Moderate,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-11,,,,,,,,,,,,,,Moderate,Moderate,,Very Poor,,Poor,,,Poor,,,Good,,Satisfactory,,,,,,,,,,,,Moderate,,Satisfactory,Moderate,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,,,,,,,,,,,,,,Moderate,Moderate,,Very Poor,,Poor,,,Poor,,,Satisfactory,,Satisfactory,,,,,,,,,,,,Satisfactory,,Moderate,Moderate,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-13,,,,Very Poor,,,,,,,,,,Moderate,Moderate,,Poor,,Poor,,,Poor,,,Satisfactory,,Moderate,,,,,,,,,,,,Moderate,,Moderate,Moderate,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-14,,,,Moderate,,,,,,,,,,Moderate,Moderate,,Poor,,Moderate,,,Poor,,,Moderate,,Moderate,,,,,,,,,,,,Moderate,,Satisfactory,Moderate,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-15,,,,Poor,,,,,,,,,,Moderate,,,Very Poor,,Poor,,,Poor,,,Good,,Satisfactory,,,,,,,,,,,,Moderate,,Poor,Moderate,Moderate,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-16,,,,Severe,,,,,,,,,,Poor,,,Very Poor,,Very Poor,,,Moderate,,,Poor,,Satisfactory,,,,,,,,,,,,Satisfactory,,Moderate,Moderate,Moderate,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,,,,Severe,,,,,,,,,,Poor,Poor,,Very Poor,,Very Poor,,,Moderate,,,Good,,Satisfactory,,,,,,,,,,,,Satisfactory,,Moderate,Moderate,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-18,,,,Severe,,,,,,,,,,Poor,Poor,,Very Poor,,Very Poor,,,Moderate,,,Good,,Satisfactory,,,,,,,,,,,,Satisfactory,,Satisfactory,Moderate,Moderate,Moderate,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,,,,Very Poor,,,,,,,,,,Poor,Poor,,Very Poor,,Very Poor,,,Moderate,,,Satisfactory,,Satisfactory,,,,,,,,,,,,Satisfactory,,Moderate,Moderate,Moderate,Moderate,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-20,,,,Very Poor,,,,,,,,,,Poor,Moderate,,Very Poor,,Moderate,,,Moderate,,,Moderate,,Satisfactory,,,,,,,,,,,,Satisfactory,,Poor,Moderate,Moderate,Satisfactory,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-21,,,,Poor,,,,,,,,,,Moderate,Moderate,,Moderate,,Moderate,,,Moderate,,,Poor,,Moderate,,,,,,,,,,,,Satisfactory,,Satisfactory,Moderate,Moderate,Satisfactory,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
